EAN;stan
5.90268E+12;0
5.90268E+12;0
5.90268E+12;0
7.61237E+12;0
5.90176E+12;0
5.90176E+12;0
7.29012E+12;0
7.29012E+12;0
5.90176E+12;0
5.90709E+12;0
5.90709E+12;0
5.90176E+12;0
5.90176E+12;0
5.90176E+12;0
5.90176E+12;0
5.90176E+12;0
5.90176E+12;0
5.90176E+12;0
5.90176E+12;0
5.90176E+12;0
5.90176E+12;0
5.90176E+12;0
5.90176E+12;0
5.90176E+12;0
5.90176E+12;0
8.00101E+12;0
5.90002E+12;0
5.90002E+12;0
5.90002E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
5.9052E+12;0
4.0086E+12;0
4.0086E+12;0
4.0086E+12;0
4.0086E+12;0
4.0086E+12;0
4.0086E+12;0
4.0086E+12;0
4.0086E+12;0
4.0086E+12;0
4.0086E+12;0
4.0086E+12;0
4.0086E+12;0
4.0086E+12;0
4.0086E+12;0
4.0086E+12;0
4.0086E+12;0
4.0086E+12;0
4.0086E+12;0
4.0086E+12;0
4.0086E+12;0
4.0086E+12;0
4.0086E+12;0
4.0086E+12;0
4.0086E+12;0
8.46887E+11;0
8.46887E+11;0
8.46887E+11;0
5.90375E+12;0
5.90544E+12;0
8.50028E+11;0
5.904E+12;0
5.90762E+12;0
5.90762E+12;0
4.89504E+12;0
4.89504E+12;0
4.89504E+12;0
4.89504E+12;0
4.89504E+12;0
4.89504E+12;0
4.89504E+12;0
5.90538E+12;0
4.89504E+12;0
4.89504E+12;0
4.89504E+12;0
4.89504E+12;0
4.89504E+12;0
4.89504E+12;0
4.89504E+12;0
4.89504E+12;0
4.89504E+12;0
4.89504E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
4.89517E+12;0
4.89517E+12;0
4.89517E+12;0
6.94417E+12;0
6.94417E+12;0
6.94417E+12;0
4.89517E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+11;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90829E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90538E+12;0
5.90296E+12;0
5.90296E+12;0
5.90296E+12;0
5.90296E+12;0
5.90296E+12;0
5.90296E+12;0
5.90296E+12;0
5.90296E+12;0
5.90296E+12;0
5.90296E+12;0
3.02319E+12;0
5.90645E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+11;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.01042E+12;0
5.90432E+12;0
5.90509E+12;0
5.90509E+12;0
9.00162E+12;0
47406178513;0
47406187492;0
47406185245;0
5.90253E+12;0
6.97161E+12;0
6.97161E+12;0
6.97161E+12;0
6.97161E+12;0
6.97161E+12;0
6.97161E+12;0
6.97161E+12;0
6.97161E+12;0
6.97161E+12;0
6.97161E+12;0
6.97161E+12;0
6.97161E+12;0
6.97161E+12;0
6.97161E+12;0
6.97161E+12;0
6.93451E+12;0
6.93451E+12;0
6.93451E+12;0
6.93451E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90051E+12;0
5.90069E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90275E+12;0
5.90433E+12;0
5.90433E+12;0
5.90433E+12;0
5.90433E+12;0
5.90433E+12;0
5.90433E+12;0
5.90433E+12;0
5.90433E+12;0
5.90433E+12;0
5.90433E+12;0
5.90433E+12;0
5.90433E+12;0
5.90433E+12;0
5.90433E+12;0
5.90433E+12;0
5.90433E+12;0
5.90433E+12;0
5.90433E+12;0
5.90433E+12;0
5.90433E+12;0
5.90433E+12;0
5.90433E+12;0
5.90433E+12;0
5.90433E+12;0
5.90433E+12;0
5.90433E+12;0
5.90628E+12;0
5.90628E+12;0
5.90628E+12;0
5.90628E+12;0
5.90628E+12;0
5.90628E+12;0
5.90628E+12;0
5.90628E+12;0
5.90628E+12;0
5.90628E+12;0
5.90628E+12;0
5.90628E+12;0
5.90433E+12;0
